obs shape -  (4, 84, 84)
global_step=282, episodic_return=[-21.]
global_step=215747, episodic_return=[-21.]
global_step=215996, episodic_return=[-21.]
global_step=216247, episodic_return=[-21.]
global_step=216493, episodic_return=[-21.]
global_step=216744, episodic_return=[-21.]
global_step=216990, episodic_return=[-21.]
global_step=217251, episodic_return=[-21.]
global_step=217502, episodic_return=[-21.]
global_step=217751, episodic_return=[-21.]
global_step=218251, episodic_return=[-21.]
global_step=218504, episodic_return=[-21.]
global_step=218752, episodic_return=[-21.]
global_step=219249, episodic_return=[-21.]
global_step=219498, episodic_return=[-21.]
global_step=219748, episodic_return=[-21.]
global_step=219998, episodic_return=[-21.]
global_step=220252, episodic_return=[-21.]
global_step=220504, episodic_return=[-21.]
global_step=220749, episodic_return=[-21.]
global_step=220997, episodic_return=[-21.]
global_step=221250, episodic_return=[-21.]
0)
***********: (80, 80)
global_step=128249, episodic_return=[-21.]
global_step=128497, episodic_return=[-21.]
global_step=128745, episodic_return=[-21.]
global_step=128997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=129253, episodic_return=[-21.]
global_step=129508, episodic_return=[-21.]
global_step=129755, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=130253, episodic_return=[-21.]
global_step=130504, episodic_return=[-21.]
global_step=130751, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=131248, episodic_return=[-21.]
global_step=131499, episodic_return=[-21.]
global_step=131747, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=132251, episodic_return=[-21.]
global_step=132507, episodic_return=[-21.]
global_step=132754, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=133251, episodic_return=[-21.]
global_step=133500, episodic_return=[-21.]
global_step=133753, episodic_return=[-21.]
global_step=133998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=134250, episodic_return=[-21.]
global_step=134499, episodic_return=[-21.]
global_step=134748, episodic_return=[-21.]
global_step=134997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=135246, episodic_return=[-21.]
global_step=135497, episodic_return=[-21.]
global_step=135743, episodic_return=[-21.]
global_step=135993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=136251, episodic_return=[-21.]
global_step=136503, episodic_return=[-21.]
global_step=136757, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=137244, episodic_return=[-21.]
global_step=137494, episodic_return=[-21.]
global_step=137742, episodic_return=[-21.]
global_step=137995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=138250, episodic_return=[-21.]
global_step=138500, episodic_return=[-21.]
global_step=138751, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=139000, episodic_return=[-21.]
global_step=139247, episodic_return=[-21.]
global_step=139496, episodic_return=[-21.]
global_step=139745, episodic_return=[-21.]
global_step=139995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=140252, episodic_return=[-21.]
global_step=140505, episodic_return=[-21.]
global_step=140753, episodic_return=[-21.]
global_step=140999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=141254, episodic_return=[-21.]
global_step=141498, episodic_return=[-21.]
global_step=141750, episodic_return=[-21.]
global_step=141997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=142245, episodic_return=[-21.]
global_step=142492, episodic_return=[-21.]
global_step=142739, episodic_return=[-21.]
global_step=142991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=143253, episodic_return=[-21.]
global_step=143507, episodic_return=[-21.]
global_step=143753, episodic_return=[-21.]
global_step=143995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=144254, episodic_return=[-21.]
global_step=144497, episodic_return=[-21.]
global_step=144750, episodic_return=[-21.]
global_step=144995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=145248, episodic_return=[-21.]
global_step=145492, episodic_return=[-21.]
global_step=145743, episodic_return=[-21.]
global_step=145991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=146253, episodic_return=[-21.]
global_step=146501, episodic_return=[-21.]
global_step=146749, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=147000, episodic_return=[-21.]
global_step=147246, episodic_return=[-21.]
global_step=147492, episodic_return=[-21.]
global_step=147743, episodic_return=[-21.]
global_step=147993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=148248, episodic_return=[-21.]
global_step=148494, episodic_return=[-21.]
global_step=148746, episodic_return=[-21.]
global_step=148993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=149243, episodic_return=[-21.]
global_step=149490, episodic_return=[-21.]
global_step=149733, episodic_return=[-21.]
global_step=149979, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=150255, episodic_return=[-21.]
global_step=150503, episodic_return=[-21.]
global_step=150753, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=151248, episodic_return=[-21.]
global_step=151495, episodic_return=[-21.]
global_step=151745, episodic_return=[-21.]
global_step=151989, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=152251, episodic_return=[-21.]
global_step=152502, episodic_return=[-21.]
global_step=152750, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=153248, episodic_return=[-21.]
global_step=153497, episodic_return=[-21.]
global_step=153746, episodic_return=[-21.]
global_step=153996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=154245, episodic_return=[-21.]
global_step=154490, episodic_return=[-21.]
global_step=154735, episodic_return=[-21.]
global_step=154987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=155254, episodic_return=[-21.]
global_step=155504, episodic_return=[-21.]
global_step=155748, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=156256, episodic_return=[-21.]
global_step=156501, episodic_return=[-21.]
global_step=156752, episodic_return=[-21.]
global_step=156994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=157251, episodic_return=[-21.]
global_step=157501, episodic_return=[-21.]
global_step=157750, episodic_return=[-21.]
global_step=157999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=158256, episodic_return=[-21.]
global_step=158503, episodic_return=[-21.]
global_step=158748, episodic_return=[-21.]
global_step=158998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=159247, episodic_return=[-21.]
global_step=159497, episodic_return=[-21.]
global_step=159742, episodic_return=[-21.]
global_step=159989, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=160247, episodic_return=[-21.]
global_step=160494, episodic_return=[-21.]
global_step=160744, episodic_return=[-21.]
global_step=160991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=161252, episodic_return=[-21.]
global_step=161498, episodic_return=[-21.]
global_step=161751, episodic_return=[-21.]
global_step=161996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=162250, episodic_return=[-21.]
global_step=162503, episodic_return=[-21.]
global_step=162749, episodic_return=[-21.]
global_step=162999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=163243, episodic_return=[-21.]
global_step=163495, episodic_return=[-21.]
global_step=163741, episodic_return=[-21.]
global_step=163992, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=164246, episodic_return=[-21.]
global_step=164498, episodic_return=[-21.]
global_step=164746, episodic_return=[-21.]
global_step=164993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=165251, episodic_return=[-21.]
global_step=165507, episodic_return=[-21.]
global_step=165758, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=166249, episodic_return=[-21.]
global_step=166492, episodic_return=[-21.]
global_step=166744, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=167248, episodic_return=[-21.]
global_step=167499, episodic_return=[-21.]
global_step=167753, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=168000, episodic_return=[-21.]
global_step=168245, episodic_return=[-21.]
global_step=168495, episodic_return=[-21.]
global_step=168742, episodic_return=[-21.]
global_step=168994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=169246, episodic_return=[-21.]
global_step=169493, episodic_return=[-21.]
global_step=169749, episodic_return=[-21.]
global_step=169996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=170250, episodic_return=[-21.]
global_step=170497, episodic_return=[-21.]
global_step=170749, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=171000, episodic_return=[-21.]
global_step=171247, episodic_return=[-21.]
global_step=171492, episodic_return=[-21.]
global_step=171742, episodic_return=[-21.]
global_step=171990, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=172251, episodic_return=[-21.]
global_step=172503, episodic_return=[-21.]
global_step=172744, episodic_return=[-21.]
global_step=172993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=173250, episodic_return=[-21.]
global_step=173497, episodic_return=[-21.]
global_step=173743, episodic_return=[-21.]
global_step=173994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=174247, episodic_return=[-21.]
global_step=174497, episodic_return=[-21.]
global_step=174750, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=175248, episodic_return=[-21.]
global_step=175497, episodic_return=[-21.]
global_step=175740, episodic_return=[-21.]
global_step=175990, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=176250, episodic_return=[-21.]
global_step=176499, episodic_return=[-21.]
global_step=176745, episodic_return=[-21.]
global_step=176997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=177246, episodic_return=[-21.]
global_step=177495, episodic_return=[-21.]
global_step=177744, episodic_return=[-21.]
global_step=177988, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=178250, episodic_return=[-21.]
global_step=178495, episodic_return=[-21.]
global_step=178740, episodic_return=[-21.]
global_step=178987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=179254, episodic_return=[-21.]
global_step=179504, episodic_return=[-21.]
global_step=179753, episodic_return=[-21.]
global_step=179999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=180252, episodic_return=[-21.]
global_step=180504, episodic_return=[-21.]
global_step=180758, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=181253, episodic_return=[-21.]
global_step=181500, episodic_return=[-21.]
global_step=181747, episodic_return=[-21.]
global_step=181997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=182246, episodic_return=[-21.]
global_step=182492, episodic_return=[-21.]
global_step=182739, episodic_return=[-21.]
global_step=182987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=183249, episodic_return=[-21.]
global_step=183492, episodic_return=[-21.]
global_step=183739, episodic_return=[-21.]
global_step=183991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=184255, episodic_return=[-21.]
global_step=184506, episodic_return=[-21.]
global_step=184754, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=185247, episodic_return=[-21.]
global_step=185494, episodic_return=[-21.]
global_step=185737, episodic_return=[-21.]
global_step=185987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=186250, episodic_return=[-21.]
global_step=186500, episodic_return=[-21.]
global_step=186752, episodic_return=[-21.]
global_step=186999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=187246, episodic_return=[-21.]
global_step=187493, episodic_return=[-21.]
global_step=187741, episodic_return=[-21.]
global_step=187985, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=188245, episodic_return=[-21.]
global_step=188491, episodic_return=[-21.]
global_step=188738, episodic_return=[-21.]
global_step=188991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=189247, episodic_return=[-21.]
global_step=189500, episodic_return=[-21.]
global_step=189751, episodic_return=[-21.]
global_step=189998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=190248, episodic_return=[-21.]
global_step=190495, episodic_return=[-21.]
global_step=190743, episodic_return=[-21.]
global_step=190991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=191254, episodic_return=[-21.]
global_step=191504, episodic_return=[-21.]
global_step=191753, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=192252, episodic_return=[-21.]
global_step=192504, episodic_return=[-21.]
global_step=192750, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=193000, episodic_return=[-21.]
global_step=193244, episodic_return=[-21.]
global_step=193488, episodic_return=[-21.]
global_step=193736, episodic_return=[-21.]
global_step=193989, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=194248, episodic_return=[-21.]
global_step=194497, episodic_return=[-21.]
global_step=194746, episodic_return=[-21.]
global_step=194993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=195247, episodic_return=[-21.]
global_step=195497, episodic_return=[-21.]
global_step=195751, episodic_return=[-21.]
global_step=195998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=196249, episodic_return=[-21.]
global_step=196498, episodic_return=[-21.]
global_step=196751, episodic_return=[-21.]
global_step=196997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=197250, episodic_return=[-21.]
global_step=197500, episodic_return=[-21.]
global_step=197750, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=198249, episodic_return=[-21.]
global_step=198499, episodic_return=[-21.]
global_step=198743, episodic_return=[-21.]
global_step=198996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=199248, episodic_return=[-21.]
global_step=199499, episodic_return=[-21.]
global_step=199748, episodic_return=[-21.]
global_step=199994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=200251, episodic_return=[-21.]
global_step=200504, episodic_return=[-21.]
global_step=200749, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=201252, episodic_return=[-21.]
global_step=201503, episodic_return=[-21.]
global_step=201755, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=202250, episodic_return=[-21.]
global_step=202502, episodic_return=[-21.]
global_step=202747, episodic_return=[-21.]
global_step=202995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=203241, episodic_return=[-21.]
global_step=203485, episodic_return=[-21.]
global_step=203731, episodic_return=[-21.]
global_step=203983, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=204248, episodic_return=[-21.]
global_step=204502, episodic_return=[-21.]
global_step=204749, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=205000, episodic_return=[-21.]
global_step=205249, episodic_return=[-21.]
global_step=205495, episodic_return=[-21.]
global_step=205744, episodic_return=[-21.]
global_step=205994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=206251, episodic_return=[-21.]
global_step=206496, episodic_return=[-21.]
global_step=206745, episodic_return=[-21.]
global_step=206992, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=207247, episodic_return=[-21.]
global_step=207497, episodic_return=[-21.]
global_step=207752, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=208000, episodic_return=[-21.]
global_step=208251, episodic_return=[-21.]
global_step=208497, episodic_return=[-21.]
global_step=208740, episodic_return=[-21.]
global_step=208989, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=209251, episodic_return=[-21.]
global_step=209496, episodic_return=[-21.]
global_step=209747, episodic_return=[-21.]
global_step=209991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=210248, episodic_return=[-21.]
global_step=210494, episodic_return=[-21.]
global_step=210740, episodic_return=[-21.]
global_step=210991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=211254, episodic_return=[-21.]
global_step=211503, episodic_return=[-21.]
global_step=211751, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=212251, episodic_return=[-21.]
global_step=212502, episodic_return=[-21.]
global_step=212748, episodic_return=[-21.]
global_step=212994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=213246, episodic_return=[-21.]
global_step=213495, episodic_return=[-21.]
global_step=213746, episodic_return=[-21.]
global_step=213998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=214250, episodic_return=[-21.]
global_step=214500, episodic_return=[-21.]
global_step=214750, episodic_return=[-21.]
global_step=214999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=215246, episodic_return=[-21.]
global_step=215496, episodic_return=[-21.]
global_step=215747, episodic_return=[-21.]
global_step=215994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=216248, episodic_return=[-21.]
global_step=216496, episodic_return=[-21.]
global_step=216748, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=217000, episodic_return=[-21.]
global_step=217253, episodic_return=[-21.]
global_step=217500, episodic_return=[-21.]
global_step=217750, episodic_return=[-21.]
global_step=217997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=218249, episodic_return=[-21.]
global_step=218503, episodic_return=[-21.]
global_step=218752, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=219000, episodic_return=[-21.]
global_step=219256, episodic_return=[-21.]
global_step=219501, episodic_return=[-21.]
global_step=219752, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=220000, episodic_return=[-21.]
global_step=220251, episodic_return=[-21.]
global_step=220501, episodic_return=[-21.]
global_step=220750, episodic_return=[-21.]
global_step=220995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=221250, episodic_return=[-21.]
global_step=221496, episodic_return=[-21.]
global_step=221740, episodic_return=[-21.]
global_step=221993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=222248, episodic_return=[-21.]
global_step=222498, episodic_return=[-21.]
global_step=222748, episodic_return=[-21.]
global_step=222998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=223253, episodic_return=[-21.]
global_step=223501, episodic_return=[-21.]
global_step=223750, episodic_return=[-21.]
global_step=223994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=224241, episodic_return=[-21.]
global_step=224486, episodic_return=[-21.]
global_step=224732, episodic_return=[-21.]
global_step=224982, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=225250, episodic_return=[-21.]
global_step=225493, episodic_return=[-21.]
global_step=225740, episodic_return=[-21.]
global_step=225992, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=226244, episodic_return=[-21.]
global_step=226498, episodic_return=[-21.]
global_step=226746, episodic_return=[-21.]
global_step=226995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=227252, episodic_return=[-21.]
global_step=227502, episodic_return=[-21.]
global_step=227750, episodic_return=[-21.]
global_step=227998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=228252, episodic_return=[-21.]
global_step=228506, episodic_return=[-21.]
global_step=228755, episodic_return=[-21.]
global_step=228997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=229249, episodic_return=[-21.]
global_step=229501, episodic_return=[-21.]
global_step=229751, episodic_return=[-21.]
global_step=229999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=230251, episodic_return=[-21.]
global_step=230495, episodic_return=[-21.]
global_step=230744, episodic_return=[-21.]
global_step=230990, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=231253, episodic_return=[-21.]
global_step=231503, episodic_return=[-21.]
global_step=231758, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=232248, episodic_return=[-21.]
global_step=232500, episodic_return=[-21.]
global_step=232754, episodic_return=[-21.]
global_step=232995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=233247, episodic_return=[-21.]
global_step=233497, episodic_return=[-21.]
global_step=233749, episodic_return=[-21.]
global_step=233995, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=234247, episodic_return=[-21.]
global_step=234493, episodic_return=[-21.]
global_step=234746, episodic_return=[-21.]
global_step=234994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=235251, episodic_return=[-21.]
global_step=235497, episodic_return=[-21.]
global_step=235744, episodic_return=[-21.]
global_step=235987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=236246, episodic_return=[-21.]
global_step=236492, episodic_return=[-21.]
global_step=236743, episodic_return=[-21.]
global_step=236992, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=237253, episodic_return=[-21.]
global_step=237500, episodic_return=[-21.]
global_step=237749, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=238249, episodic_return=[-21.]
global_step=238499, episodic_return=[-21.]
global_step=238747, episodic_return=[-21.]
